customer_id,customer_name,customer_segment,risk_rating,customer_status,account_count,open_account_count,closed_account_count,total_current_balance,average_current_balance,total_overdraft_limit,negative_balance_account_count,first_account_opened_date,latest_account_opened_date
1312,Rose Villa,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1313,Rhonda Cook,Retail,Low,Active,4,4,0,59540.82,14885.21,2000.0,0,2023-04-04,2025-06-10
1314,Nicole Collins,Retail,Low,Active,2,2,0,66814.47,33407.24,500.0,0,2024-12-15,2025-12-21
1315,Christina Francis,Retail,Low,Active,2,2,0,73285.99,36643.0,0.0,0,2024-02-04,2024-11-05
1316,Jessica Diaz,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1317,Jennifer Morales,Retail,High,Active,1,1,0,221.63,221.63,500.0,0,2025-05-30,2025-05-30
1318,Sarah Brown,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1319,Savannah Smith,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1320,Katherine Small,Business,Low,Active,2,2,0,36668.86,18334.43,26000.0,0,2023-11-26,2025-02-14
1321,Victoria Short,Business,High,Active,1,1,0,60142.73,60142.73,0.0,0,2025-12-03,2025-12-03
1322,Russell Hernandez,Retail,Low,Active,1,1,0,3227.07,3227.07,1000.0,0,2025-05-22,2025-05-22
1323,Carol Lopez,Retail,Medium,Active,2,2,0,90058.64,45029.32,0.0,0,2022-08-12,2023-10-30
1324,Kelly Flores,Premium,Low,Active,1,1,0,56754.63,56754.63,0.0,0,2025-08-25,2025-08-25
1325,Julie Wilson,Business,Low,Active,3,2,1,63726.71,21242.24,2500.0,0,2023-06-28,2025-02-25
1326,Madison Frank,Retail,Low,Active,1,1,0,7075.12,7075.12,500.0,0,2024-05-20,2024-05-20
1327,Michael Huerta,Retail,Low,Active,2,2,0,57928.77,28964.39,2000.0,0,2025-07-15,2025-09-21
1328,Tyler Johnson,Retail,Low,Inactive,1,1,0,352.67,352.67,0.0,0,2025-12-05,2025-12-05
1329,Dr. Donna Bailey,Business,Medium,Active,2,2,0,65664.05,32832.03,0.0,1,2025-02-24,2025-07-08
1330,Christine Foster,Retail,Very High,Active,4,4,0,67939.93,16984.98,10000.0,1,2023-06-04,2025-05-25
1331,Christine Williams,Retail,Low,Active,1,1,0,58892.24,58892.24,2000.0,0,2025-10-20,2025-10-20
1332,Daniel Wilson,Retail,Low,Active,1,1,0,28499.0,28499.0,0.0,0,2025-07-23,2025-07-23
1333,Dawn Ramirez,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1334,Matthew Burns,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1335,Patricia Martinez,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1336,Carrie Morgan DVM,Retail,Medium,Active,4,4,0,138655.19,34663.8,2500.0,0,2024-09-12,2025-09-04
1337,Kevin Montes,Retail,High,Active,2,2,0,116001.08,58000.54,5500.0,0,2024-09-05,2025-07-25
1338,Holly Suarez,Retail,Low,Active,2,2,0,95488.56,47744.28,12000.0,0,2025-08-26,2025-10-02
1339,Jessica Wright,Retail,Medium,Active,2,2,0,70218.45,35109.23,6000.0,0,2025-12-26,2025-12-26
1340,Michael Jones,Retail,Very High,Active,6,6,0,389078.01,64846.34,8300.0,0,2025-01-06,2025-08-12
1341,Taylor Gaines,Premium,Low,Active,1,1,0,34053.74,34053.74,0.0,0,2025-10-31,2025-10-31
1342,David Joseph,Retail,High,Active,0,0,0,0.0,0.0,0.0,0,,
1343,Mark Howe,Business,Low,Active,1,1,0,-2928.02,-2928.02,0.0,1,2023-10-06,2023-10-06
1344,Michele Armstrong,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1345,Marissa Davis DDS,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1346,Tanner Ortiz,Retail,Medium,Active,1,1,0,5061.71,5061.71,5000.0,0,2024-02-24,2024-02-24
1347,Jerry Baker,Retail,Low,Active,1,1,0,53927.03,53927.03,500.0,0,2024-10-23,2024-10-23
1348,David Lee,Retail,High,Active,1,1,0,10965.47,10965.47,5000.0,0,2025-01-28,2025-01-28
1349,Philip Maxwell,Retail,Low,Active,2,2,0,274184.38,137092.19,10000.0,0,2025-02-26,2025-05-29
1350,Jason Thornton,Retail,High,Active,1,1,0,32431.4,32431.4,500.0,0,2025-07-21,2025-07-21
1351,Samantha Ross,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1352,Larry Reynolds,Student,Low,Active,1,0,1,47220.68,47220.68,500.0,0,2025-11-21,2025-11-21
1353,Janet Chandler,Business,High,Active,3,3,0,90657.89,30219.3,6000.0,0,2024-12-18,2025-10-12
1354,Jason Glenn,Retail,Low,Active,1,1,0,-2881.35,-2881.35,0.0,1,2025-10-12,2025-10-12
1355,Chris Steele,Premium,Medium,Blocked,1,1,0,31496.11,31496.11,0.0,0,2025-11-01,2025-11-01
1356,Stacey Tapia,Retail,Medium,Inactive,3,2,1,138317.88,46105.96,0.0,0,2025-08-21,2025-11-02
1357,Melissa Nelson,Student,Low,Active,3,3,0,53715.82,17905.27,6000.0,0,2025-02-19,2025-09-01
1358,Andrea Schneider,Retail,High,Active,1,1,0,23335.07,23335.07,1000.0,0,2023-03-30,2023-03-30
1359,Ryan Davidson,Retail,High,Active,1,1,0,63168.99,63168.99,0.0,0,2023-03-13,2023-03-13
1360,Kristie Green,Retail,Low,Active,1,1,0,48046.04,48046.04,0.0,0,2025-01-22,2025-01-22
1361,William Riley,Student,High,Active,1,1,0,1380.97,1380.97,500.0,0,2024-05-16,2024-05-16
1362,Alexandra Williams,Business,High,Active,0,0,0,0.0,0.0,0.0,0,,
1363,Joe Schwartz,Student,Low,Active,4,4,0,29364.5,7341.13,11500.0,2,2025-06-09,2025-12-06
1364,Andrew Leon,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1365,Brandon Flynn MD,Business,Low,Active,3,3,0,36298.56,12099.52,16000.0,0,2024-04-09,2024-08-25
1366,Derek Johnson,Retail,Low,Active,2,2,0,171210.5,85605.25,55000.0,1,2023-09-15,2024-07-02
1367,Sabrina Jones,Retail,Medium,Inactive,3,3,0,145816.72,48605.57,5000.0,0,2022-09-25,2025-07-10
1368,Samuel Phillips,Retail,Low,Inactive,1,1,0,61177.96,61177.96,0.0,0,2025-12-30,2025-12-30
1369,Kevin Walls,Retail,Medium,Active,1,1,0,435.57,435.57,2000.0,0,2025-06-26,2025-06-26
1370,Tommy Patterson,Retail,Low,Active,3,3,0,36276.13,12092.04,6000.0,1,2025-06-07,2025-12-31
1371,Steve Smith,Premium,Medium,Active,1,1,0,22787.79,22787.79,5000.0,0,2024-12-16,2024-12-16
1372,David Higgins,Retail,Low,Active,1,1,0,12725.66,12725.66,1000.0,0,2025-11-13,2025-11-13
1373,Ashley Johnson,Retail,Low,Active,3,3,0,140607.03,46869.01,500.0,0,2025-01-01,2025-08-20
1374,Christine Hale,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1375,Roy Miller,Retail,Low,Active,3,3,0,108683.5,36227.83,500.0,0,2025-10-10,2025-12-21
1376,Stephanie Holder,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1377,Jeffrey James,Business,Medium,Active,2,2,0,80845.19,40422.6,1000.0,0,2025-11-05,2025-11-10
1378,Dr. Brittany Wagner,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1379,Troy Anderson,Retail,Medium,Active,3,3,0,80488.41,26829.47,11000.0,1,2025-04-23,2025-12-18
1380,Christopher Scott,Retail,High,Active,0,0,0,0.0,0.0,0.0,0,,
1381,Jennifer Mueller,Retail,Medium,Active,3,3,0,114598.45,38199.48,56000.0,0,2023-03-19,2025-05-06
1382,Lance Bell,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1383,Alexander Peters MD,Student,High,Closed,1,1,0,7413.93,7413.93,5000.0,0,2025-07-08,2025-07-08
1384,Joshua Brown,Retail,Low,Active,1,1,0,2426.69,2426.69,300.0,0,2025-11-25,2025-11-25
1385,Holly Reynolds,Student,Medium,Active,4,4,0,108926.99,27231.75,1000.0,0,2025-11-28,2025-12-29
1386,Sheri Krueger,Retail,Low,Active,2,2,0,49285.82,24642.91,500.0,0,2024-01-16,2024-09-10
1387,Terry Henry,Retail,Medium,Active,2,1,1,53801.58,26900.79,0.0,0,2024-04-06,2025-03-24
1388,Timothy Floyd,Retail,Low,Active,2,2,0,206798.98,103399.49,55000.0,0,2024-09-05,2025-07-21
1389,Lauren Brown,Business,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1390,Daniel Wang,Retail,High,Active,2,2,0,140338.41,70169.21,51000.0,0,2025-10-24,2025-12-04
1391,Dylan Villarreal,Retail,Low,Closed,0,0,0,0.0,0.0,0.0,0,,
1392,Victor Acosta,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1393,Frank Delacruz,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1394,Paul Hernandez,Retail,Medium,Active,1,1,0,6132.14,6132.14,1000.0,0,2025-12-04,2025-12-04
1395,James Murray,Retail,Low,Active,1,1,0,3525.59,3525.59,0.0,0,2025-11-01,2025-11-01
1396,Ana Douglas,Business,Low,Inactive,2,2,0,95078.35,47539.18,2000.0,0,2025-10-31,2025-11-30
1397,Joseph Small,Student,Medium,Active,2,2,0,46620.48,23310.24,5000.0,0,2025-11-20,2025-11-28
1398,Joshua Stout,Retail,Low,Inactive,1,1,0,63206.09,63206.09,0.0,0,2025-01-27,2025-01-27
1399,Denise Jordan,Retail,Low,Active,3,3,0,98040.1,32680.03,6000.0,0,2025-01-16,2025-12-19
1400,Bryan Howard,Student,Low,Active,1,1,0,42751.14,42751.14,0.0,0,2025-02-18,2025-02-18
1401,James Johnson,Retail,Medium,Active,2,2,0,131718.35,65859.18,25000.0,0,2023-03-13,2025-04-07
1402,Derek Johnson,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1403,Jamie Matthews,Student,Low,Active,1,1,0,674.59,674.59,0.0,0,2023-03-07,2023-03-07
1404,Thomas Ward,Student,Low,Active,1,1,0,20653.56,20653.56,10000.0,0,2025-09-14,2025-09-14
1405,Becky Shepherd,Student,Medium,Active,2,2,0,50161.99,25081.0,1000.0,0,2024-01-31,2025-12-13
1406,Walter Newton,Retail,Low,Active,2,2,0,79448.44,39724.22,5000.0,0,2025-06-11,2025-09-15
1407,Melinda Williams,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1408,Stephanie Abbott,Retail,Low,Active,2,1,1,61434.0,30717.0,5000.0,1,2024-07-02,2025-06-20
1409,Charles Mcclure,Retail,Low,Active,1,1,0,59009.19,59009.19,0.0,0,2025-05-01,2025-05-01
1410,Barbara Turner MD,Student,Low,Active,2,2,0,33732.96,16866.48,0.0,0,2024-03-24,2024-06-02
1411,Zachary Caldwell,Student,Low,Active,4,3,1,130153.99,32538.5,7500.0,1,2022-09-19,2025-09-27
1412,Carla Martin,Retail,Medium,Active,5,5,0,247692.22,49538.44,32000.0,1,2023-08-10,2025-10-29
1413,Roger Moreno,Premium,Medium,Active,5,5,0,206742.05,41348.41,10500.0,1,2022-12-15,2025-11-16
1414,Robert Norton,Retail,Low,Closed,0,0,0,0.0,0.0,0.0,0,,
1415,Jeremy Simmons,Student,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1416,Phillip Fischer,Student,High,Active,2,2,0,15305.84,7652.92,6000.0,1,2024-09-07,2025-09-03
1417,Michelle Johnson,Retail,High,Active,1,1,0,46676.92,46676.92,0.0,0,2025-06-06,2025-06-06
1418,Laura Lucero,Retail,Low,Active,1,1,0,26149.12,26149.12,1000.0,0,2024-08-17,2024-08-17
1419,Travis Stone,Retail,Low,Active,3,3,0,272199.64,90733.21,25000.0,0,2024-02-12,2025-12-13
1420,Amanda Paul,Retail,Medium,Active,5,4,1,86917.34,17383.47,62000.0,0,2024-12-14,2025-03-11
1421,Joseph Page,Premium,Medium,Active,2,2,0,90225.16,45112.58,500.0,0,2025-06-24,2025-11-17
1422,Brooke Roberts,Business,High,Active,0,0,0,0.0,0.0,0.0,0,,
1423,Megan Holmes,Business,High,Active,1,1,0,53261.41,53261.41,500.0,0,2025-02-07,2025-02-07
1424,Jimmy Mooney,Business,Medium,Active,3,3,0,183229.84,61076.61,27500.0,0,2022-09-15,2025-05-24
1425,Scott James,Retail,Medium,Active,3,3,0,79885.54,26628.51,2000.0,0,2024-09-16,2025-02-24
1426,Patrick Perry,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1427,Patrick Jackson,Retail,Medium,Active,2,2,0,103220.35,51610.18,5000.0,0,2024-04-26,2024-08-26
1428,Adam Dunn,Business,Low,Active,2,2,0,28617.48,14308.74,2000.0,0,2022-12-17,2025-04-15
1429,Rachel Jensen,Retail,Medium,Active,1,1,0,-4712.7,-4712.7,2000.0,1,2024-11-13,2024-11-13
1430,Melissa Schmitt,Business,Medium,Inactive,0,0,0,0.0,0.0,0.0,0,,
1431,Robert Kelly,Retail,Medium,Active,1,1,0,40446.26,40446.26,0.0,0,2023-10-24,2023-10-24
1432,Elizabeth Golden,Retail,Low,Active,1,1,0,3420.44,3420.44,2000.0,0,2023-10-24,2023-10-24
1433,Jane Smith,Student,Low,Active,1,1,0,-955.68,-955.68,1000.0,1,2025-12-01,2025-12-01
1434,Veronica Arnold,Retail,Low,Active,1,1,0,29854.45,29854.45,0.0,0,2023-09-16,2023-09-16
1435,Pamela Johnson,Retail,Low,Active,2,2,0,94329.81,47164.91,12000.0,0,2025-05-19,2025-12-19
1436,Martha Davis,Retail,High,Active,1,1,0,32873.61,32873.61,0.0,0,2022-12-31,2022-12-31
1437,Rebecca Vasquez,Retail,Medium,Active,3,3,0,171757.51,57252.5,26000.0,0,2023-04-24,2025-03-10
1438,Angela Lee,Premium,Medium,Active,1,1,0,50657.23,50657.23,0.0,0,2025-04-24,2025-04-24
1439,Jerry Weaver,Retail,Low,Active,1,1,0,12869.88,12869.88,0.0,0,2025-10-12,2025-10-12
1440,Carol Wilson,Business,Medium,Active,4,4,0,112065.53,28016.38,8000.0,0,2023-12-21,2025-07-03
1441,Chris Wilson,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1442,Brandon Thomas,Retail,Low,Inactive,1,1,0,5421.26,5421.26,0.0,0,2023-12-30,2023-12-30
1443,Justin Baker,Student,Low,Active,2,2,0,95868.11,47934.06,500.0,0,2025-07-06,2025-08-14
1444,Mr. William Miller,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1445,James Gates,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1446,Jasmine Mack,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1447,Samantha Phillips,Student,Low,Active,2,1,1,113237.58,56618.79,0.0,0,2023-11-15,2023-11-15
1448,Kelly Harvey,Premium,Low,Active,2,2,0,230940.71,115470.36,35000.0,0,2025-05-21,2025-11-18
1449,Sandra Hall,Student,Low,Active,3,3,0,17302.76,5767.59,3000.0,1,2024-03-23,2025-12-03
1450,Terry Hodge,Retail,High,Active,1,1,0,37506.16,37506.16,0.0,0,2023-11-26,2023-11-26
1451,Toni Brock,Retail,Low,Inactive,3,3,0,116987.86,38995.95,1000.0,0,2024-05-25,2025-12-11
1452,Peter Snyder,Student,Low,Active,2,2,0,245493.59,122746.8,25000.0,0,2024-10-27,2025-09-20
1453,Jacob Spencer,Business,Low,Active,1,1,0,48136.93,48136.93,500.0,0,2025-08-05,2025-08-05
1454,Beverly Garrett,Retail,Medium,Active,3,3,0,125501.64,41833.88,25500.0,1,2023-10-16,2024-11-23
1455,Deborah Smith,Retail,Medium,Active,2,2,0,95167.28,47583.64,1000.0,0,2024-04-11,2025-11-13
1456,Melinda Cox,Student,Low,Active,2,2,0,69975.52,34987.76,5000.0,0,2023-05-24,2025-02-04
1457,Kimberly Kelly,Retail,Low,Active,3,3,0,151402.45,50467.48,30000.0,0,2025-03-02,2025-08-10
1458,William Robinson,Retail,Medium,Active,2,2,0,217023.68,108511.84,50000.0,0,2023-09-15,2025-11-02
1459,Daniel Wilson,Business,Low,Active,3,2,1,64690.35,21563.45,3500.0,0,2023-04-19,2025-11-14
1460,Walter Gray,Student,Medium,Active,5,5,0,313998.45,62799.69,57000.0,1,2025-03-01,2025-10-27
1461,Michael Lewis,Premium,Low,Active,1,1,0,-4106.98,-4106.98,0.0,1,2025-11-24,2025-11-24
1462,Dale Valdez,Retail,Medium,Active,2,2,0,13969.54,6984.77,1000.0,1,2023-11-12,2024-02-12
1463,Alicia Hansen,Business,Low,Active,2,2,0,103951.48,51975.74,7000.0,0,2025-11-08,2025-11-11
1464,Christina Garcia,Retail,Low,Active,2,2,0,77000.8,38500.4,5000.0,0,2025-09-28,2025-10-16
1465,Elizabeth Washington,Premium,Low,Active,1,1,0,75889.27,75889.27,25000.0,0,2025-03-01,2025-03-01
1466,Sean Johnson,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1467,Nicholas Sampson,Retail,High,Inactive,0,0,0,0.0,0.0,0.0,0,,
1468,Jasmine White,Business,Medium,Active,1,1,0,7282.8,7282.8,1000.0,0,2024-08-07,2024-08-07
1469,Susan Oliver,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1470,Christine Stokes,Premium,Low,Active,1,1,0,50740.82,50740.82,0.0,0,2025-08-02,2025-08-02
1471,Kathryn Downs,Retail,Medium,Active,1,1,0,156610.06,156610.06,5000.0,0,2025-04-01,2025-04-01
1472,Kelly Rios,Retail,Medium,Active,3,3,0,53919.35,17973.12,25500.0,0,2024-12-20,2025-12-10
1473,Abigail Hardy,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1474,Charlotte Lawson,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1475,Michelle Roberson,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1476,Samuel Lynn,Retail,High,Active,0,0,0,0.0,0.0,0.0,0,,
1477,Robert Rodriguez,Student,High,Active,5,5,0,146819.29,29363.86,8500.0,0,2024-06-08,2025-06-12
1478,Travis Rice,Business,High,Active,0,0,0,0.0,0.0,0.0,0,,
1479,Ryan Lyons,Business,Low,Blocked,0,0,0,0.0,0.0,0.0,0,,
1480,Tracy Blankenship,Premium,Medium,Active,1,1,0,42406.6,42406.6,1000.0,0,2025-11-14,2025-11-14
1481,Pam Becker,Student,Low,Active,1,1,0,44722.36,44722.36,0.0,0,2024-11-18,2024-11-18
1482,Sean Spencer,Business,Medium,Active,2,2,0,-2656.73,-1328.37,5500.0,2,2023-02-08,2025-12-27
1483,Zachary Bonilla,Retail,Low,Active,1,1,0,199751.06,199751.06,5000.0,0,2024-08-11,2024-08-11
1484,Linda Dean,Retail,Low,Inactive,2,2,0,72045.03,36022.52,2000.0,0,2024-06-29,2025-09-26
1485,Christopher Wilson,Student,Low,Inactive,1,1,0,-149.3,-149.3,2000.0,1,2025-09-07,2025-09-07
1486,Susan Brown,Retail,Low,Active,3,3,0,156350.63,52116.88,50000.0,0,2025-05-08,2025-12-06
1487,Kimberly Tucker,Retail,Low,Active,2,2,0,66146.64,33073.32,5000.0,0,2024-03-03,2024-03-12
1488,George Williams,Student,Medium,Closed,0,0,0,0.0,0.0,0.0,0,,
1489,Michael Williams,Retail,Medium,Active,3,3,0,103264.63,34421.54,2000.0,0,2024-03-30,2025-01-13
1490,Jodi Crawford,Business,Low,Active,2,2,0,154689.95,77344.98,6000.0,0,2023-10-25,2025-05-08
1491,Antonio Mitchell,Retail,Medium,Blocked,1,1,0,48537.22,48537.22,1000.0,0,2024-04-21,2024-04-21
1492,Allen Jackson,Student,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1493,Mallory Williams,Retail,Low,Active,1,1,0,28158.98,28158.98,1000.0,0,2024-07-01,2024-07-01
1494,Kristina Casey,Retail,Medium,Active,1,1,0,26313.65,26313.65,500.0,0,2023-08-20,2023-08-20
1495,Nathan Bryant,Retail,Medium,Active,2,2,0,46535.21,23267.61,2000.0,0,2025-12-22,2025-12-24
1496,Kristen Harper,Retail,Medium,Active,1,1,0,53759.17,53759.17,0.0,0,2024-09-24,2024-09-24
1497,Mary Preston,Retail,Low,Active,1,1,0,10059.64,10059.64,0.0,0,2023-04-22,2023-04-22
1498,Patrick Sullivan,Premium,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1499,Scott Nelson,Retail,Medium,Active,2,2,0,125097.26,62548.63,500.0,0,2025-03-16,2025-04-19
1500,Alexandra Hernandez,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1501,Marie Proctor,Retail,High,Active,3,3,0,98098.7,32699.57,31000.0,0,2023-05-29,2025-07-25
1502,Virginia Stuart,Business,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1503,Karen Coleman,Retail,Low,Active,1,1,0,71133.67,71133.67,0.0,0,2024-07-22,2024-07-22
1504,Brandon Cohen,Business,Medium,Active,1,1,0,78621.28,78621.28,0.0,0,2025-04-17,2025-04-17
1505,Brandon Baker,Retail,Medium,Active,3,3,0,70150.46,23383.49,50500.0,1,2023-05-14,2025-06-30
1506,Thomas Manning,Retail,Medium,Active,0,0,0,0.0,0.0,0.0,0,,
1507,Marc Davis,Retail,Low,Active,1,1,0,1685.86,1685.86,0.0,0,2024-01-14,2024-01-14
1508,Joy Morgan,Student,Low,Active,1,1,0,946.44,946.44,500.0,0,2025-03-13,2025-03-13
1509,Casey Harris,Business,Medium,Active,2,2,0,82938.4,41469.2,500.0,0,2025-11-12,2025-12-25
1510,Steve Kelly,Retail,Medium,Active,1,1,0,48246.46,48246.46,500.0,0,2024-11-26,2024-11-26
1511,Holly Flynn,Retail,Low,Active,1,1,0,52242.78,52242.78,0.0,0,2024-02-25,2024-02-25
1512,Devon Foster,Student,Medium,Active,1,1,0,30945.34,30945.34,500.0,0,2025-08-10,2025-08-10
1513,Lawrence Lee,Premium,Low,Active,1,1,0,11031.84,11031.84,1000.0,0,2024-02-28,2024-02-28
1514,William Hall,Business,Low,Active,1,1,0,16917.75,16917.75,2000.0,0,2025-06-19,2025-06-19
1515,Ryan Ryan,Retail,Low,Active,2,2,0,49066.8,24533.4,10500.0,0,2023-08-14,2024-08-09
1516,Kimberly Wright,Retail,Low,Active,1,1,0,56424.2,56424.2,5000.0,0,2025-02-04,2025-02-04
1517,Jonathan Shepard,Student,Medium,Active,2,2,0,69129.9,34564.95,0.0,0,2025-08-19,2025-09-16
1518,Kayla Grimes,Retail,High,Active,1,1,0,53448.25,53448.25,5000.0,0,2025-12-03,2025-12-03
1519,Kathryn Sullivan MD,Premium,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1520,Jessica Douglas,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1521,Timothy Bass,Student,Medium,Active,1,1,0,45322.19,45322.19,500.0,0,2024-11-06,2024-11-06
1522,Katherine Crawford,Retail,Low,Active,1,1,0,9935.94,9935.94,1000.0,0,2025-04-21,2025-04-21
1523,Charles Johnson,Business,Low,Active,3,2,1,81411.3,27137.1,3000.0,0,2023-11-27,2024-08-17
1524,Danielle Peters,Retail,High,Active,2,2,0,112973.16,56486.58,0.0,0,2022-10-02,2023-01-24
1525,Jonathan Wilson,Retail,Medium,Active,4,4,0,84874.34,21218.59,6000.0,0,2023-11-28,2025-12-29
1526,Timothy Mcguire,Retail,Low,Active,2,2,0,104891.96,52445.98,27000.0,0,2024-11-19,2025-11-28
1527,Jonathan Dominguez,Premium,Low,Active,1,1,0,32626.12,32626.12,2000.0,0,2025-11-03,2025-11-03
1528,Wendy Lopez,Retail,Low,Active,1,1,0,24056.25,24056.25,5000.0,0,2024-04-09,2024-04-09
1529,Brian Floyd,Retail,Low,Active,3,3,0,154895.11,51631.7,5500.0,0,2024-08-30,2025-04-15
1530,Pamela Huffman,Retail,Medium,Active,1,1,0,46918.62,46918.62,500.0,0,2025-12-25,2025-12-25
1531,Brandon Levine,Retail,High,Active,1,1,0,170425.76,170425.76,50000.0,0,2024-12-23,2024-12-23
1532,Russell Miller,Retail,Low,Active,2,2,0,41495.15,20747.58,10000.0,0,2024-07-10,2024-08-22
1533,Patricia Rodriguez,Premium,Low,Active,1,1,0,-714.55,-714.55,0.0,1,2025-03-28,2025-03-28
1534,Matthew Miller,Retail,Low,Active,2,2,0,76906.77,38453.39,0.0,0,2024-04-17,2024-11-20
1535,Kimberly Knight,Premium,Low,Active,3,3,0,80801.51,26933.84,6000.0,0,2023-04-04,2025-05-27
1536,Jose Cox,Student,Low,Active,1,1,0,-2670.79,-2670.79,1000.0,1,2022-12-12,2022-12-12
1537,William Palmer,Retail,Low,Blocked,1,0,1,11527.72,11527.72,2000.0,0,2025-06-12,2025-06-12
1538,Chase Wilson,Retail,Medium,Inactive,1,1,0,44589.75,44589.75,2000.0,0,2025-03-31,2025-03-31
1539,Brad Sanchez,Business,Low,Active,5,5,0,155473.02,31094.6,6500.0,0,2025-01-03,2025-10-18
1540,Madison Guerrero,Retail,Low,Active,2,2,0,113535.71,56767.86,2000.0,0,2024-06-11,2025-09-03
1541,Ronnie Hale,Retail,Medium,Blocked,1,1,0,14145.47,14145.47,0.0,0,2024-07-31,2024-07-31
1542,Dr. Paul Ashley,Retail,Low,Active,1,1,0,77481.23,77481.23,0.0,0,2022-07-22,2022-07-22
1543,William Sellers,Student,Low,Active,1,1,0,6988.23,6988.23,300.0,0,2025-08-02,2025-08-02
1544,John Brown,Business,Medium,Active,1,1,0,4847.69,4847.69,300.0,0,2025-12-21,2025-12-21
1545,Jonathan Bush,Business,Medium,Inactive,2,2,0,8285.48,4142.74,0.0,1,2024-10-07,2025-08-01
1546,Lauren Rogers,Business,Low,Active,3,3,0,36604.31,12201.44,300.0,0,2023-08-27,2024-11-21
1547,Kathleen Cooper,Retail,Low,Active,2,2,0,58960.29,29480.15,300.0,0,2023-05-23,2025-04-20
1548,Kevin Hill,Retail,Low,Active,1,1,0,8148.37,8148.37,1000.0,0,2024-12-11,2024-12-11
1549,Elizabeth Ramos,Retail,Low,Active,1,1,0,17076.84,17076.84,0.0,0,2024-07-18,2024-07-18
1550,Ashley Smith DDS,Retail,Medium,Active,2,2,0,85467.94,42733.97,1000.0,0,2024-06-19,2025-08-29
1551,Trevor Espinoza,Student,Low,Active,2,2,0,34325.8,17162.9,500.0,0,2022-10-07,2025-06-20
1552,Margaret Chen,Retail,Medium,Active,1,1,0,36539.83,36539.83,5000.0,0,2025-03-16,2025-03-16
1553,Seth Ballard,Premium,Low,Active,2,2,0,9161.98,4580.99,1000.0,0,2023-12-17,2025-01-17
1554,Yvette Cohen,Retail,Low,Closed,0,0,0,0.0,0.0,0.0,0,,
1555,John Kim MD,Student,High,Active,1,1,0,29874.22,29874.22,2000.0,0,2025-08-19,2025-08-19
1556,Isaiah Matthews,Retail,Low,Active,1,1,0,21284.39,21284.39,1000.0,0,2025-12-30,2025-12-30
1557,John Flores,Retail,Low,Blocked,4,4,0,152880.45,38220.11,1500.0,0,2022-11-01,2024-12-19
1558,Michael Stewart,Student,Low,Active,1,1,0,20038.24,20038.24,1000.0,0,2025-12-10,2025-12-10
1559,Matthew Ball,Retail,Low,Active,1,1,0,54626.68,54626.68,2000.0,0,2025-08-18,2025-08-18
1560,Charles Wade,Student,Low,Active,2,2,0,140477.46,70238.73,6000.0,0,2023-10-25,2025-12-08
1561,Allison Benson,Retail,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1562,Alan Wilson,Student,Low,Active,0,0,0,0.0,0.0,0.0,0,,
1563,Rita Brown,Retail,Low,Active,1,1,0,-3221.27,-3221.27,2000.0,1,2025-07-23,2025-07-23
