loan_id,customer_id,customer_name,customer_segment,customer_risk_rating,is_pep,account_id,branch_id,branch_name,region,loan_type,application_date,approval_date,loan_amount,interest_rate,term_months,monthly_installment,loan_status,risk_grade,payment_rows_count,has_payment_schedule,total_expected_amount,total_paid_amount,outstanding_scheduled_amount,collection_rate_pct,late_payment_count,partially_paid_payment_count,missed_payment_count,pending_payment_count,max_days_past_due,average_days_past_due,invalid_dpd_count
155,467,Adam Ho,Retail,Low,0,5057,4,Košice Branch 04,Košický,Consumer Loan,2024-10-14,2024-10-26,14198.54,8.188,72,213.35,Defaulted,A,12,True,2560.2,2346.85,213.35,91.67,0,0,0,1,,,0
683,2440,Patrick Campbell,Retail,Low,0,3826,4,Košice Branch 04,Košický,Mortgage,2023-04-27,2023-05-07,325300.43,2.519,360,926.37,Approved,C,25,True,23159.25,19905.28,3253.97,85.95,2,3,1,1,108.0,45.17,0
819,3371,Jeanette Johnson,Retail,Low,1,6611,4,Košice Branch 04,Košický,Mortgage,2025-12-17,2026-01-08,283109.09,4.132,180,1637.82,Closed,B,4,True,6551.28,6551.28,0.0,100.0,1,0,0,0,47.0,47.0,0
1314,835,Melinda Pearson,Retail,Low,0,3006,4,Košice Branch 04,Košický,Auto Loan,2023-09-22,2023-09-28,53650.57,6.576,36,1588.3,Closed,A,22,True,34942.6,34942.6,0.0,100.0,2,0,0,0,74.0,39.0,0
825,4345,Evan Murphy,Student,Low,0,6896,4,Košice Branch 04,Košický,Mortgage,2024-05-26,2024-06-04,86657.37,5.856,360,254.81,Active,A,18,True,4586.58,4158.31,428.27,90.66,1,1,1,0,33.0,20.33,0
1309,467,Adam Ho,Retail,Low,0,5057,4,Košice Branch 04,Košický,Auto Loan,2022-07-28,2022-08-11,55320.18,4.585,36,1607.13,Active,A,8,True,12857.04,12857.04,0.0,100.0,0,0,0,0,,,0
711,1897,Jonathan Kelly,Student,Medium,0,2866,4,Košice Branch 04,Košický,Consumer Loan,2023-03-31,2023-04-19,27647.53,4.27,12,2402.34,Closed,A,8,True,19218.72,19218.72,0.0,100.0,2,0,0,0,46.0,46.0,1
630,3021,Melissa Ortiz,Retail,Low,0,4731,4,Košice Branch 04,Košický,Mortgage,2022-03-03,2022-03-21,321467.52,6.093,180,1894.75,Active,C,35,True,66316.25,60907.07,5409.18,91.84,6,2,1,1,107.0,42.25,1
1305,1105,Louis Savage,Student,Medium,0,4488,4,Košice Branch 04,Košický,Consumer Loan,2025-11-03,2025-12-01,13792.01,11.672,84,183.35,Active,A,5,True,916.75,916.75,0.0,100.0,2,0,0,0,84.0,46.0,0
827,1064,Vanessa Mcguire,Retail,Low,0,1076,4,Košice Branch 04,Košický,Mortgage,2022-03-01,2022-03-22,176869.1,5.913,240,780.53,Active,D,44,True,34343.32,30321.16,4022.16,88.29,3,5,1,1,77.0,32.75,1
619,3920,Mary James,Premium,Low,0,2316,4,Košice Branch 04,Košický,Consumer Loan,2022-03-15,2022-04-12,22479.17,9.501,72,341.87,Delinquent,A,15,True,5128.05,4177.99,950.06,81.47,0,2,1,1,147.0,54.0,0
768,3866,Rachael Hardin,Retail,Low,0,503,4,Košice Branch 04,Košický,Consumer Loan,2024-07-13,2024-08-06,26035.32,4.8,84,324.82,Closed,D,17,True,5521.94,4599.18,922.76,83.29,2,1,1,1,66.0,38.5,0
836,3920,Mary James,Premium,Low,0,2316,4,Košice Branch 04,Košický,Consumer Loan,2025-01-02,2025-01-31,20940.02,4.053,48,453.93,Active,D,13,True,5901.09,5224.61,676.48,88.54,2,1,0,1,52.0,35.67,0
846,4903,Jonathan Bell,Retail,High,0,1362,4,Košice Branch 04,Košický,Mortgage,2025-01-20,2025-01-26,130109.36,4.46,240,566.3,Active,A,16,True,9060.8,8071.51,989.29,89.08,2,1,0,1,41.0,28.0,0
202,2555,Mary Palmer,Student,Low,0,6689,4,Košice Branch 04,Košický,Credit Line,2024-01-02,2024-01-30,13953.77,16.604,36,451.96,Defaulted,D,10,True,4519.6,3805.08,714.52,84.19,2,1,1,0,54.0,27.5,0
847,3127,Gordon Freeman,Retail,Medium,0,6544,4,Košice Branch 04,Košický,Consumer Loan,2025-07-11,2025-07-24,39342.56,11.769,84,523.49,Closed,A,6,True,3140.94,3140.94,0.0,100.0,1,0,0,0,59.0,59.0,0
1275,2525,Taylor Wilson,Retail,Low,0,1717,4,Košice Branch 04,Košický,Consumer Loan,2025-11-29,2025-12-09,13610.74,8.253,60,245.57,Defaulted,E,5,True,1227.85,982.28,245.57,80.0,1,0,0,1,9.0,9.0,0
1274,2440,Patrick Campbell,Retail,Low,0,3826,4,Košice Branch 04,Košický,Mortgage,2025-12-23,2026-01-21,346141.4,3.523,300,1194.45,Closed,B,4,True,4777.8,4777.8,0.0,100.0,0,0,0,0,,,0
1272,2382,Julie Baird,Retail,Low,0,3455,4,Košice Branch 04,Košický,Credit Line,2023-12-24,2024-01-12,1061.34,9.452,12,96.8,Active,A,10,True,968.0,968.0,0.0,100.0,4,0,0,0,90.0,41.5,0
1266,4345,Evan Murphy,Student,Low,0,6896,4,Košice Branch 04,Košický,Consumer Loan,2024-11-07,2024-11-26,21315.86,8.094,12,1920.1,Active,A,11,True,21121.1,21121.1,0.0,100.0,2,0,0,0,86.0,50.0,0
719,4035,Katie Garrison,Premium,Medium,0,297,4,Košice Branch 04,Košický,Auto Loan,2025-12-02,2025-12-29,39376.46,4.825,84,491.39,Closed,B,5,True,2456.95,1965.56,491.39,80.0,0,0,1,0,64.0,64.0,0
221,260,Angela Chavez,Retail,Very High,0,6632,4,Košice Branch 04,Košický,Mortgage,2023-06-01,2023-06-23,199043.33,5.376,360,582.62,Closed,E,31,True,18061.22,16020.92,2040.3,88.7,1,1,1,2,31.0,18.0,0
1264,3788,Kelly Moore,Retail,Low,1,663,4,Košice Branch 04,Košický,Credit Line,2023-03-15,2023-04-13,2171.97,13.098,36,68.23,Active,E,12,True,818.76,750.53,68.23,91.67,0,0,0,1,,,0
856,4194,Cindy Rodriguez,Retail,Low,0,1494,4,Košice Branch 04,Košický,Consumer Loan,2022-11-19,2022-12-12,32364.39,10.889,84,427.24,Active,A,26,True,11108.24,10567.68,540.56,95.13,3,3,0,0,76.0,42.2,1
1248,3251,Wendy Brown,Business,Medium,0,4478,4,Košice Branch 04,Košický,Mortgage,2023-07-27,2023-08-16,340383.2,3.319,240,1465.34,Closed,B,29,True,42494.86,38314.13,4180.73,90.16,1,3,0,1,39.0,17.5,0
1247,1309,Brian Perez,Retail,Very High,0,4966,4,Košice Branch 04,Košický,Consumer Loan,2022-07-13,2022-07-17,13836.5,7.451,24,619.48,Active,A,9,True,5575.32,5469.78,105.54,98.11,3,1,0,0,81.0,45.75,0
596,696,April Benjamin,Retail,Medium,0,7346,4,Košice Branch 04,Košický,Mortgage,2024-09-05,2024-09-19,159418.04,4.612,300,555.9,Active,C,18,True,10006.2,10006.2,0.0,100.0,1,0,0,0,89.0,89.0,0
870,2245,Sean Walker,Retail,Low,0,1727,4,Košice Branch 04,Košický,Auto Loan,2025-05-22,2025-06-02,44997.98,4.222,48,977.04,Active,E,6,True,5862.24,4885.2,977.04,83.33,0,0,0,1,,,0
248,4471,Monique Larson,Student,Low,0,1689,4,Košice Branch 04,Košický,Auto Loan,2025-12-26,2025-12-30,46480.35,6.562,48,1031.88,Delinquent,B,5,True,5159.4,5159.4,0.0,100.0,0,0,0,0,,,0
249,1149,Jessica Fox,Retail,Low,0,1967,4,Košice Branch 04,Košický,Mortgage,2022-01-19,2022-02-10,276801.5,5.174,300,970.41,Closed,A,25,True,24260.25,23231.51,1028.74,95.76,2,2,0,0,61.0,29.25,0
1491,2641,Sara Manning,Retail,Very High,0,4833,4,Košice Branch 04,Košický,Auto Loan,2024-03-10,2024-03-21,10134.89,8.736,60,183.67,Delinquent,D,26,True,4775.42,4091.38,684.04,85.68,3,2,1,2,65.0,44.33,0
1490,1812,Jennifer Collins,Retail,Low,0,6643,4,Košice Branch 04,Košický,Credit Line,2024-07-29,2024-08-14,24781.28,17.069,48,604.4,Active,A,18,True,10879.2,10274.8,604.4,94.44,1,0,0,1,63.0,63.0,0
577,553,Justin Parker,Retail,Low,0,6842,4,Košice Branch 04,Košický,Mortgage,2025-04-11,2025-04-13,186994.9,5.495,240,821.96,Defaulted,A,10,True,8219.6,5753.72,2465.88,70.0,0,0,2,1,83.0,68.5,0
576,3276,Michael Williams,Retail,Low,0,5239,4,Košice Branch 04,Košický,Mortgage,2024-10-14,2024-11-04,173296.97,5.067,300,606.93,Active,B,9,True,5462.37,4958.97,503.4,90.78,1,1,0,0,25.0,16.0,0
575,4471,Monique Larson,Student,Low,0,1689,4,Košice Branch 04,Košický,Auto Loan,2023-03-29,2023-04-25,35482.41,6.265,84,448.87,Active,B,26,True,11670.62,10324.01,1346.61,88.46,2,0,2,1,170.0,80.25,0
1208,3768,Kristin Nelson,Student,Low,0,2796,4,Košice Branch 04,Košický,Mortgage,2024-07-15,2024-08-09,160774.45,3.879,120,1391.76,Active,B,14,True,19484.64,19013.6,471.04,97.58,2,1,0,0,36.0,17.67,0
1202,3446,Peter Johnson,Student,Low,0,1397,4,Košice Branch 04,Košický,Consumer Loan,2023-11-12,2023-12-12,4189.62,13.49,12,396.23,Active,D,7,True,2773.61,2773.61,0.0,100.0,1,0,0,0,64.0,64.0,0
878,3699,James Wood,Premium,Medium,0,3232,4,Košice Branch 04,Košický,Mortgage,2024-08-01,2024-08-17,260869.31,5.819,180,1533.61,Closed,A,21,True,32205.81,30890.05,1315.76,95.91,5,2,0,0,76.0,46.29,0
1457,4210,Jimmy Good MD,Retail,High,0,404,4,Košice Branch 04,Košický,Consumer Loan,2025-10-30,2025-11-18,4768.91,8.535,48,107.83,Closed,D,6,True,646.98,539.15,107.83,83.33,0,0,0,1,,,0
1185,1309,Brian Perez,Retail,Very High,0,4966,4,Košice Branch 04,Košický,Consumer Loan,2023-05-10,2023-06-06,38921.74,9.621,36,1185.18,Defaulted,A,18,True,21333.24,21026.71,306.53,98.56,2,1,0,0,74.0,51.0,0
1174,710,Kara Gilmore,Retail,Low,1,6757,4,Košice Branch 04,Košický,Mortgage,2022-02-22,2022-03-04,102069.26,5.507,120,897.42,Active,A,46,True,41281.32,35991.08,5290.24,87.18,3,2,4,1,137.0,55.78,0
891,2693,Steven Barry,Premium,Medium,0,5621,4,Košice Branch 04,Košický,Consumer Loan,2022-11-18,2022-12-06,8203.26,6.209,36,242.02,Active,B,23,True,5566.46,5082.42,484.04,91.3,2,0,2,0,82.0,45.25,0
303,1670,Ashley Davis,Premium,Medium,0,3254,4,Košice Branch 04,Košický,Consumer Loan,2022-08-24,2022-09-21,22863.35,11.426,12,2122.98,Active,D,6,True,12737.88,12016.47,721.41,94.34,0,1,0,0,10.0,10.0,0
305,3232,Teresa Diaz,Student,High,0,4969,4,Košice Branch 04,Košický,Credit Line,2023-05-21,2023-06-18,7930.83,9.166,12,721.48,Active,C,7,True,5050.36,4477.02,573.34,88.65,0,1,0,0,22.0,22.0,0
899,4656,Miss Brenda Curtis MD,Retail,Low,0,1676,4,Košice Branch 04,Košický,Consumer Loan,2023-05-27,2023-06-25,30479.93,4.68,36,886.29,Closed,C,34,True,30133.86,26369.57,3764.29,87.51,2,2,2,1,95.0,36.83,0
1157,707,Phillip Mason,Student,Medium,0,3249,4,Košice Branch 04,Košický,Auto Loan,2024-02-08,2024-02-14,13773.81,8.529,36,415.24,Active,B,22,True,9135.28,8627.83,507.45,94.45,5,2,0,0,60.0,29.0,0
908,2356,Brent Li,Premium,Low,0,4871,4,Košice Branch 04,Košický,Auto Loan,2022-02-07,2022-03-05,45576.98,4.17,84,565.21,Active,A,6,True,3391.26,3391.26,0.0,100.0,1,0,0,0,11.0,11.0,0
328,2673,Ethan Hurst,Retail,Medium,0,2799,4,Košice Branch 04,Košický,Auto Loan,2024-12-26,2025-01-23,51497.65,8.89,36,1557.66,Active,B,10,True,15576.6,11833.88,3742.72,75.97,2,1,2,0,148.0,61.4,0
334,3276,Michael Williams,Retail,Low,0,5239,4,Košice Branch 04,Košický,Mortgage,2024-06-07,2024-06-21,81963.59,3.848,120,709.31,Active,B,9,True,6383.79,6383.79,0.0,100.0,1,0,0,0,27.0,27.0,0
911,4695,Joshua Howell,Retail,Very High,0,3221,4,Košice Branch 04,Košický,Consumer Loan,2022-02-02,2022-02-18,7525.2,10.943,12,695.72,Delinquent,B,10,True,6957.2,5981.78,975.42,85.98,1,2,0,1,35.0,35.0,1
1124,4302,Lacey Sanchez,Retail,Low,0,7172,4,Košice Branch 04,Košický,Consumer Loan,2024-04-06,2024-05-02,14931.22,8.395,72,224.79,Delinquent,D,16,True,3596.64,3199.69,396.95,88.96,0,1,1,0,170.0,103.0,0
1122,1105,Louis Savage,Student,Medium,0,4488,4,Košice Branch 04,Košický,Auto Loan,2024-04-08,2024-04-19,34716.31,9.326,84,451.83,Closed,A,14,True,6325.62,5873.79,451.83,92.86,1,0,0,1,35.0,35.0,0
926,1931,Andrea Macdonald,Retail,Low,0,3734,4,Košice Branch 04,Košický,Mortgage,2025-05-31,2025-06-03,322475.18,3.983,120,2794.33,Active,B,10,True,27943.3,27943.3,0.0,100.0,0,0,0,0,,,0
367,4194,Cindy Rodriguez,Retail,Low,0,3454,4,Košice Branch 04,Košický,Mortgage,2023-01-05,2023-01-16,311587.86,4.046,300,1080.65,Active,C,30,True,32419.5,30431.92,1987.58,93.87,4,1,1,0,50.0,37.8,1
376,2577,Heather Miller,Premium,Low,0,3099,4,Košice Branch 04,Košický,Consumer Loan,2024-03-13,2024-03-19,16036.43,5.421,48,352.2,Closed,B,20,True,7044.0,6691.8,352.2,95.0,1,0,1,0,165.0,87.0,0
1087,2649,Christopher Saunders,Retail,Low,0,545,4,Košice Branch 04,Košický,Consumer Loan,2023-06-10,2023-07-09,28695.54,8.086,60,516.93,Active,A,13,True,6720.09,6605.29,114.8,98.29,2,1,0,0,41.0,32.0,0
535,402,Sheri Chapman,Business,Medium,0,6711,4,Košice Branch 04,Košický,Auto Loan,2022-08-18,2022-08-24,41138.56,7.858,60,739.52,Active,B,9,True,6655.68,6033.65,622.03,90.65,1,1,0,0,14.0,11.0,0
391,3232,Teresa Diaz,Student,High,0,4969,4,Košice Branch 04,Košický,Credit Line,2025-09-27,2025-10-26,14409.07,9.964,36,440.13,Delinquent,C,7,True,3080.91,2640.78,440.13,85.71,1,0,0,1,54.0,54.0,0
1063,4345,Evan Murphy,Student,Low,0,6896,4,Košice Branch 04,Košický,Credit Line,2025-10-18,2025-11-15,6526.05,8.771,12,591.54,Delinquent,D,6,True,3549.24,3080.26,468.98,86.79,0,2,0,0,35.0,19.5,0
1061,2706,Michelle Lane,Premium,High,0,2616,4,Košice Branch 04,Košický,Consumer Loan,2023-05-25,2023-06-21,26316.5,12.737,48,618.09,Active,C,28,True,17306.52,14921.29,2385.23,86.22,2,2,2,1,92.0,42.0,1
937,2511,Jack Myers,Premium,Low,0,3693,4,Košice Branch 04,Košický,Consumer Loan,2022-11-12,2022-11-19,2419.55,13.332,84,32.64,Active,A,31,True,1011.84,984.87,26.97,97.33,0,2,0,0,39.0,23.0,0
404,2641,Sara Manning,Retail,Very High,0,4833,4,Košice Branch 04,Košický,Consumer Loan,2024-05-06,2024-05-17,28674.56,11.123,72,442.56,Delinquent,B,10,True,4425.6,4021.46,404.14,90.87,0,3,0,0,45.0,36.0,0
44,4205,James Johnson,Retail,High,0,1163,4,Košice Branch 04,Košický,Auto Loan,2023-11-05,2023-11-27,43267.08,8.967,36,1309.63,Active,B,13,True,17025.19,14937.52,2087.67,87.74,0,1,1,0,44.0,40.0,0
1045,696,April Benjamin,Retail,Medium,0,7346,4,Košice Branch 04,Košický,Mortgage,2023-07-21,2023-07-26,146853.65,3.98,120,1272.49,Active,B,11,True,13997.39,12025.39,1972.0,85.91,0,1,0,1,5.0,5.0,0
1032,4544,Richard Henson,Premium,Low,0,1989,4,Košice Branch 04,Košický,Mortgage,2024-07-16,2024-07-27,115557.58,2.869,300,396.24,Active,D,18,True,7132.32,6080.11,1052.21,85.25,4,0,2,1,120.0,72.4,1
1031,1105,Louis Savage,Student,Medium,0,4488,4,Košice Branch 04,Košický,Credit Line,2024-11-30,2024-12-10,11264.91,17.135,12,1099.6,Active,A,10,True,10996.0,10996.0,0.0,100.0,2,0,0,0,66.0,49.0,0
1029,2647,Justin Williams,Retail,Medium,0,7402,4,Košice Branch 04,Košický,Consumer Loan,2024-05-17,2024-06-11,15461.7,4.201,24,671.3,Active,C,8,True,5370.4,5370.4,0.0,100.0,1,0,0,0,17.0,17.0,0
442,114,Ryan Burns,Retail,Low,0,822,4,Košice Branch 04,Košický,Mortgage,2023-05-30,2023-06-26,102505.53,3.77,120,886.42,Active,D,22,True,19501.24,16734.62,2766.62,85.81,2,3,1,1,142.0,55.0,1
1065,4705,Jessica Ochoa,Retail,Very High,0,307,5,Košice Branch 05,Košický,Auto Loan,2025-05-15,2025-06-13,28867.8,8.388,36,869.15,Active,B,6,True,5214.9,4522.52,692.38,86.72,1,2,0,0,42.0,25.33,0
502,4610,Michelle Bell,Retail,High,0,7264,5,Košice Branch 05,Košický,Consumer Loan,2022-12-30,2023-01-16,9097.82,6.427,36,268.96,Active,E,21,True,5648.16,4567.74,1080.42,80.87,2,3,2,0,126.0,56.14,0
599,4935,Kenneth Hunter,Business,Low,0,4899,5,Košice Branch 05,Košický,Mortgage,2024-08-09,2024-08-14,324008.92,5.071,180,1891.33,Closed,B,18,True,34043.94,32152.61,1891.33,94.44,3,0,1,0,155.0,79.0,0
647,2086,Susan Randall,Retail,Low,0,6165,5,Košice Branch 05,Košický,Mortgage,2025-12-11,2026-01-01,158216.75,2.596,240,676.35,Active,C,4,True,2705.4,2029.05,676.35,75.0,0,0,0,1,,,0
791,2666,Francisco Thomas,Retail,Low,0,7397,5,Košice Branch 05,Košický,Consumer Loan,2024-01-06,2024-02-04,5652.81,13.592,72,89.18,Closed,C,26,True,2318.68,1990.58,328.1,85.85,7,2,3,0,174.0,49.58,0
1028,3674,Wanda Irwin,Student,Low,0,4864,5,Košice Branch 05,Košický,Consumer Loan,2025-01-04,2025-01-26,14877.83,13.405,24,703.01,Active,C,10,True,7030.1,6327.09,703.01,90.0,0,0,1,0,97.0,97.0,0
1109,4705,Jessica Ochoa,Retail,Very High,0,307,5,Košice Branch 05,Košický,Mortgage,2024-11-06,2024-11-29,275872.27,4.514,360,800.9,Active,B,18,True,14416.2,12905.44,1510.76,89.52,3,3,0,0,55.0,32.4,0
1250,2935,Mia Holden,Retail,Medium,0,1026,5,Košice Branch 05,Košický,Auto Loan,2022-02-18,2022-02-19,19597.04,4.614,48,427.11,Defaulted,A,27,True,11531.97,9668.17,1863.8,83.84,1,2,2,1,153.0,65.5,1
1389,926,Joshua Johnson,Retail,Low,0,6360,5,Košice Branch 05,Košický,Consumer Loan,2022-03-15,2022-03-20,18688.92,8.2,12,1685.12,Active,A,9,True,15166.08,11220.06,3946.02,73.98,0,1,2,0,166.0,96.33,0
1393,635,Maria Hayes,Retail,Low,0,1409,5,Košice Branch 05,Košický,Auto Loan,2024-12-07,2024-12-16,31049.96,8.886,36,939.14,Active,B,12,True,11269.68,9443.26,1826.42,83.79,2,3,0,0,66.0,27.8,0
396,3710,Anthony Sharp,Premium,Medium,0,546,5,Košice Branch 05,Košický,Mortgage,2023-04-22,2023-04-23,109998.76,5.564,360,322.55,Closed,A,37,True,11934.35,10666.27,1268.08,89.37,3,3,1,2,44.0,19.71,0
999,3655,Kelly Vazquez,Retail,Low,0,3898,5,Košice Branch 05,Košický,Auto Loan,2025-09-26,2025-10-21,49428.37,6.765,84,628.24,Active,B,7,True,4397.68,4397.68,0.0,100.0,1,0,0,0,28.0,28.0,0
752,4533,Jennifer Miranda,Retail,Medium,0,2215,5,Košice Branch 05,Košický,Consumer Loan,2024-05-18,2024-06-09,35454.56,7.817,72,530.92,Closed,B,15,True,7963.8,5309.2,2654.6,66.67,1,0,2,3,79.0,69.67,0
907,1731,Brooke Bennett,Retail,Low,0,5567,5,Košice Branch 05,Košický,Consumer Loan,2024-02-20,2024-03-17,34677.48,11.383,24,1609.37,Active,B,15,True,24140.55,21344.65,2795.9,88.42,1,2,1,0,126.0,40.0,0
400,579,Michelle Williams,Retail,High,0,5464,5,Košice Branch 05,Košický,Consumer Loan,2025-12-27,2026-01-09,28367.52,13.278,72,446.31,Active,A,4,True,1785.24,1841.69,-56.45,103.16,0,0,0,0,,,0
620,1326,Madison Frank,Retail,Low,0,377,5,Košice Branch 05,Košický,Consumer Loan,2024-04-12,2024-05-05,18158.92,8.43,84,234.4,Closed,B,15,True,3516.0,2969.15,546.85,84.45,0,1,0,2,25.0,25.0,0
1139,699,Anna Wright,Business,Low,0,5166,5,Košice Branch 05,Košický,Consumer Loan,2023-06-26,2023-06-27,38992.42,12.695,60,732.38,Delinquent,B,25,True,18309.5,18270.18,39.32,99.79,2,1,0,0,54.0,48.5,1
1445,1022,Jeffrey Burke,Retail,Low,0,1058,5,Košice Branch 05,Košický,Consumer Loan,2024-06-19,2024-06-30,19764.53,9.892,72,301.66,Active,B,8,True,2413.28,1809.96,603.32,75.0,1,0,1,1,122.0,101.5,0
558,1048,Vincent Scott,Retail,Low,0,7139,5,Košice Branch 05,Košický,Mortgage,2024-01-14,2024-01-28,249932.1,3.201,180,1432.96,Closed,D,14,True,20061.44,20061.44,0.0,100.0,3,0,0,0,76.0,40.0,0
427,3279,Daniel Roth,Retail,Low,0,560,5,Košice Branch 05,Košický,Credit Line,2022-05-25,2022-06-14,2048.69,15.668,48,49.37,Closed,E,13,True,641.81,584.96,56.85,91.14,2,1,1,0,175.0,78.75,0
1405,4407,Steven Smith,Retail,Low,0,292,5,Košice Branch 05,Košický,Mortgage,2024-03-30,2024-04-21,346709.57,5.838,300,1223.17,Active,A,8,True,9785.36,8562.19,1223.17,87.5,1,0,1,0,84.0,75.5,0
69,4372,Scott Williams,Retail,Low,0,2207,5,Košice Branch 05,Košický,Auto Loan,2022-03-19,2022-04-16,13163.0,6.799,36,390.5,Closed,B,29,True,11324.5,10634.35,690.15,93.91,6,1,1,0,86.0,37.71,1
348,383,Nicole Glass,Premium,Low,0,3011,5,Košice Branch 05,Košický,Consumer Loan,2022-06-22,2022-07-02,15856.54,13.481,72,249.92,Closed,C,32,True,7997.44,7439.44,558.0,93.02,2,4,1,0,93.0,35.57,0
668,3655,Kelly Vazquez,Retail,Low,0,3898,5,Košice Branch 05,Košický,Auto Loan,2023-09-04,2023-09-18,22577.33,4.221,36,653.62,Active,B,15,True,9804.3,9804.3,0.0,100.0,2,0,0,0,53.0,44.5,0
368,4715,Andrea Blair,Retail,Low,0,5363,5,Košice Branch 05,Košický,Mortgage,2022-07-18,2022-08-01,120258.72,5.918,180,707.64,Closed,B,16,True,11322.24,10614.6,707.64,93.75,3,0,0,1,62.0,47.0,1
411,3655,Kelly Vazquez,Retail,Low,0,3898,5,Košice Branch 05,Košický,Consumer Loan,2025-05-05,2025-05-28,35721.84,6.747,48,794.42,Active,C,8,True,6355.36,4766.52,1588.84,75.0,1,0,1,1,123.0,88.0,0
541,585,Ashley Mckenzie,Student,Low,0,874,5,Košice Branch 05,Košický,Mortgage,2024-06-07,2024-06-16,297615.42,6.481,360,880.29,Active,A,17,True,14964.93,14084.64,880.29,94.12,3,0,1,0,179.0,75.5,0
1239,1263,Sarah Macdonald,Retail,Low,0,7,5,Košice Branch 05,Košický,Mortgage,2025-11-14,2025-11-26,87091.44,4.864,120,761.06,Active,B,6,True,4566.36,4566.36,0.0,100.0,1,0,0,0,80.0,80.0,0
151,3394,Sara Abbott,Premium,High,0,4416,5,Košice Branch 05,Košický,Consumer Loan,2024-09-14,2024-10-04,15492.97,7.305,12,1385.39,Active,C,11,True,15239.29,15532.52,-293.23,101.92,3,0,0,0,83.0,59.0,0
56,3541,Brian Brandt,Premium,Medium,0,5945,5,Košice Branch 05,Košický,Consumer Loan,2023-06-09,2023-06-30,14748.6,10.122,24,676.73,Defaulted,B,6,True,4060.38,4060.38,0.0,100.0,1,0,0,0,84.0,84.0,0
611,1324,Kelly Flores,Premium,Low,0,6791,5,Košice Branch 05,Košický,Consumer Loan,2025-04-10,2025-05-06,22067.61,13.953,84,299.37,Active,A,12,True,3592.44,3319.02,273.42,92.39,0,3,0,0,25.0,19.33,0
962,4012,Dennis Holt,Student,Low,0,915,5,Košice Branch 05,Košický,Consumer Loan,2024-03-11,2024-03-31,19416.19,12.343,60,363.55,Active,E,26,True,9452.3,7343.95,2108.35,77.69,2,4,3,1,129.0,48.71,1
970,3811,Benjamin Anderson,Premium,Low,0,7163,5,Košice Branch 05,Košický,Mortgage,2024-10-23,2024-11-11,327294.96,5.22,360,956.61,Closed,A,13,True,12435.93,10321.36,2114.57,83.0,1,2,0,1,42.0,30.5,1
490,4859,Isaiah Murray,Business,High,0,4873,5,Košice Branch 05,Košický,Mortgage,2023-11-13,2023-12-04,273346.59,3.956,360,789.33,Defaulted,B,21,True,16575.93,15971.55,604.38,96.35,1,2,0,0,55.0,26.33,0
351,4436,Amanda Mosley,Retail,Medium,0,4770,5,Košice Branch 05,Košický,Consumer Loan,2025-01-21,2025-02-20,22059.85,13.979,36,698.43,Active,B,8,True,5587.44,4570.36,1017.08,81.8,0,1,0,1,2.0,2.0,0
213,3021,Melissa Ortiz,Retail,Low,0,1773,5,Košice Branch 05,Košický,Consumer Loan,2022-05-22,2022-06-13,16316.99,13.452,60,308.53,Defaulted,A,45,True,13883.85,12191.61,1692.24,87.81,4,2,1,3,82.0,50.29,0
295,2335,Sarah Mcgrath,Premium,Low,0,2249,5,Košice Branch 05,Košický,Consumer Loan,2022-04-12,2022-05-07,9883.28,5.978,84,124.69,Closed,C,42,True,5236.98,4543.02,693.96,86.75,5,3,0,4,85.0,35.0,0
1183,1431,Robert Kelly,Retail,Medium,0,6906,5,Košice Branch 05,Košický,Mortgage,2025-08-05,2025-08-17,188057.78,4.396,120,1636.04,Active,B,9,True,14724.36,11452.28,3272.08,77.78,0,0,1,1,44.0,44.0,0
443,1096,Casey Ferguson,Retail,Low,0,2278,5,Košice Branch 05,Košický,Mortgage,2025-04-08,2025-04-18,166948.98,4.576,240,727.45,Closed,A,9,True,6547.05,6041.09,505.96,92.27,0,1,0,0,42.0,42.0,0
1451,2244,Raymond Ford,Business,Low,0,1554,5,Košice Branch 05,Košický,Consumer Loan,2024-01-26,2024-02-16,14477.31,9.751,36,441.36,Active,C,23,True,10151.28,9273.11,878.17,91.35,2,4,1,0,84.0,32.0,0
1167,511,David Wood,Retail,High,0,5140,5,Košice Branch 05,Košický,Consumer Loan,2025-06-25,2025-07-23,11427.16,6.568,48,253.7,Closed,A,10,True,2537.0,2466.06,70.94,97.2,0,1,0,0,43.0,43.0,0
893,4952,Jessica Davis,Retail,Low,0,740,5,Košice Branch 05,Košický,Mortgage,2024-11-17,2024-12-04,244361.99,4.716,180,1421.59,Active,A,7,True,9951.13,9268.39,682.74,93.14,0,1,0,0,5.0,5.0,0
286,2566,Jacqueline Perry,Retail,Low,0,3716,5,Košice Branch 05,Košický,Consumer Loan,2023-06-16,2023-07-08,24185.71,13.097,60,455.89,Active,B,16,True,7294.24,6244.17,1050.07,85.6,1,2,1,0,168.0,74.0,0
1191,4264,Dr. Benjamin Moss MD,Retail,Low,0,854,5,Košice Branch 05,Košický,Auto Loan,2023-08-17,2023-09-09,13322.3,6.939,48,296.81,Delinquent,B,15,True,4452.15,3858.53,593.62,86.67,3,0,1,1,67.0,47.0,0
